"代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放頻率","平均股利(元)","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度","2024發放年度","2025發放年度","2026發放年度"
="1789","神隆","01/08","22.7","+2.05","+9.93","年","0.392","0.3","0.48","0.49","0.27","0.5","0.48","0.36","0.3","0.35",""
="1795","美時","01/08","287","+6","+2.14","年","1.796","0","0","0","0","0.35","1.931","3.46","4.647","5.779",""
="1796","金穎生技","01/08","46","0","0","年","0.909","2.1","1","0.499","0","0.083","1","1.5","2","0",""
="1799","易威","01/08","33.55","-0.3","-0.89","年","0","0","0","0","0","0","0","0","0","0",""
="1802","台玻","01/08","35.2","-0.15","-0.42","年","0.347","0","0.5","0.3","0","0.5","1.82","0","0","0",""
="1805","寶徠","01/08","12.2","+0.2","+1.67","年","0","0","0","0","0","0","0","0","0","0",""
="1808","潤隆","01/08","34.9","+0.95","+2.8","年","2.935","5.075","3.538","8","2","0.2","2","0.6","3","2",""
="1809","中釉","01/08","18.5","-0.85","-4.39","年","0.228","0.3","0.2","0.2","0.2","0.2","0.25","0.25","0.2","0.25",""
="1810","和成","01/08","18.5","+0.4","+2.21","年","0.166","0","0.3","0.2","0","0.2","0.2","0.2","0.2","0.19",""
="1813","寶利徠","01/08","12.95","0","0","年","0.722","1","1","2","1","0","0.5","0.5","0.5","0",""
="1815","富喬","01/08","88.2","+0.7","+0.8","年","0.261","0.5","0.65","0.5","0","0","0.6","0.1","0","0",""
="1817","凱撒衛","01/08","38.3","+0.05","+0.13","年","2.112","2.2","2.3","2.3","1.712","2","2","2.3","1.8","2.4",""
="1903","士紙","01/08","56","+1","+1.82","年","0","0","0","0","0","0","0","0","0","0",""
="1904","正隆","01/08","17.45","0","0","年","1.028","0.5","0.7","1.1","1.2","1.8","1.9","1.1","0.5","0.45",""
="1905","華紙","01/08","11.75","-0.1","-0.84","年","0.212","0.35","0.5","0.35","0","0","0.406","0.3","0","0",""
="1907","永豐餘","01/08","25.65","0","0","年","0.833","0","0.6","0.6","0.7","1.5","1.5","0.9","0.9","0.8",""
="2002","中鋼","01/08","19.15","-0.3","-1.54","年","0.923","0.85","0.88","1","0.5","0.3","3.1","1","0.35","0.33",""
"2002A","中鋼特","01/08","39","0","0","年","1.589","1.4","1.4","1.4","1.4","1.4","3.1","1.4","1.4","1.4",""
="2006","東和鋼鐵","01/08","67.6","+0.9","+1.35","年","2.761","1.3","1.4","1.2","1.35","1.5","6.4","3.5","4.2","4",""
="2007","燁興","01/08","8.23","+0.03","+0.37","年","0","0","0","0","0","0","0","0","0","0",""
="2008","高興昌","01/08","29.4","+0.35","+1.2","年","0.225","0","0","0","0","0","0","0.526","1","0.5",""
="2009","第一銅","01/08","48.15","-3.05","-5.96","年","0.3","0","0","0","0","0.8","1","0.4","0","0.5",""
="2010","春源","01/08","20.9","-0.1","-0.48","年","0.762","0.7","0.5","0.56","0.3","0.6","1.3","0.6","1","1.3",""
="2013","中鋼構","01/08","42.5","-0.3","-0.7","年","1.353","0.26","0.24","0.47","0.81","2.8","2","1.7","1.9","2",""
="2014","中鴻","01/08","16.55","-0.65","-3.78","年","0.406","0","0","0.1","0","0.3","2.8","0.35","0.1","0",""
="2015","豐興","01/08","62.4","-0.1","-0.16","年","3.667","3","3.5","4","3","3.5","5","4","3.5","3.5",""
="2017","官田鋼","01/08","9","-0.17","-1.85","年","0.278","0.35","0.45","0.4","0","0.3","0.6","0.4","0","0",""
="2020","美亞","01/08","23.75","-0.35","-1.45","年","1.708","0.8","1.42","1.4","1.85","1.7","3","1","2","2.2",""
="2022","聚亨","01/08","8.52","-0.1","-1.16","年","0.022","0","0","0","0","0","0","0","0.2","0",""
="2023","燁輝","01/08","14.85","-0.35","-2.3","年","0.189","0.4","0.2","0.1","0","0","0.5","0.302","0.2","0",""
="2024","志聯","01/08","16.05","-0.85","-5.03","年","0.461","0.6","0.8","0.6","0.35","0.25","1.2","0.35","0","0",""
="2025","千興","01/08","12.95","+1.15","+9.75","年","0","0","0","0","0","0","0","0","0","0",""
="2027","大成鋼","01/08","35.8","-1.7","-4.53","年","1.4","0.498","0.8","3","1","0.8","1.8","2.4","1.2","1.1",""
="2029","盛餘","01/08","21.4","-0.3","-1.38","年","1.242","2.45","1.75","0.25","0.15","0.5","2.55","1.03","1.25","1.25",""
="2030","彰源","01/08","15.75","+0.05","+0.32","年","0.891","0.3","1","1","0.511","0.5","2","1.5","0.5","0.712",""
="2031","新光鋼","01/08","38.5","-1.9","-4.7","年","2.056","1.8","1.977","1.5","0.809","1.92","4","1","3","2.5",""
="2032","新鋼","01/08","16.6","+0.3","+1.84","年","0.363","0.4","0.1","0.13","0.35","0.53","1.18","0.2","0","0.375",""
="2033","佳大","01/08","16.15","-0.95","-5.56","年","0.178","0.3","0.2","0.2","0.2","0.3","0.2","0","0","0.2",""
="2034","允強","01/08","20.8","-1","-4.59","年","1.485","1.8","1.8","1.8","1.5","1.475","1.498","1.496","1","1",""
="2035","唐榮","01/08","28.8","-0.4","-1.37","年","0","0","0","0","0","0","0","0","0","0",""
="2038","海光","01/08","14.9","-0.7","-4.49","年","0.222","0","0","0","0","0.5","1.5","0","0","0",""
="2049","上銀","01/08","194","-2","-1.02","年","3.422","1.6","3.5","7","1.8","2","4.5","5.5","2.5","2.4",""
="2059","川湖","01/08","3155","-100","-3.07","年","12.68","8.25","5","9.5","8","6.12","10.88","20","14.19","32.2",""
="2062","橋椿","01/08","20.85","+0.1","+0.48","年","0.653","1","0.3","0.3","0.1","0.082","0.5","1","0.8","1.8",""
="2064","晉椿","01/08","11.7","+0.05","+0.43","年","0.733","1.5","1","1","0.6","0.5","1","1","0","0",""
="2067","嘉鋼","01/08","9.95","+0.15","+1.53","年","0.044","0","0","0.4","0","0","0","0","0","0",""
="2069","運錩","01/08","18.55","-0.4","-2.11","年","1.259","1.638","1.54","2.5","0.5","0.55","2.2","1","0.5","0.9",""
="2073","雄順","01/08","26.1","0","0","年","1.48","","","","","","2.8","1.818","0.6","0.7",""
="2103","台橡","01/08","15.1","-0.25","-1.63","年","0.941","1","0.96","0.98","0.5","0.36","2.4","1.08","0.56","0.63",""
="2104","國際中橡","01/08","11.15","-0.3","-2.62","年","0.6","1.5","1.8","1.5","0.2","0.1","0.2","0.1","0","0",""
="2105","正新","01/08","30.4","+0.5","+1.67","年","1.678","3","1.8","1.1","1","1.2","1.2","1.4","2","2.4",""
="2106","建大","01/08","19.3","+0.15","+0.78","年","1.022","2","1.2","1","0.4","1","1","0.5","1","1.1",""
="2107","厚生","01/08","24.7","+0.05","+0.2","年","1.034","0.554","0.65","0.68","0.818","1.5","1.2","1.2","1.3","1.4",""
="2108","南帝","01/08","23.95","-0.6","-2.44","年","2.322","1","1","1.8","2.1","4","7","2","1","1",""
="2114","鑫永銓","01/08","89.8","+0.1","+0.11","年","5.222","5","5","5","5","5","7","5","5","5",""
="2115","六暉-KY","01/08","24.3","-0.05","-0.21","年","1.444","1","1.5","1","2.2","1.5","2","1.3","1","1.5",""
="2201","裕隆","01/08","31.95","-0.15","-0.47","年","0.876","0.5","0.58","0.67","0","1","1.5","0.935","1.4","1.3",""
="2204","中華","01/08","58.1","0","0","年","3.533","1.6","1.8","1.7","0","7","5.5","4","6","4.2",""
="2207","和泰車","01/08","539","-5","-0.92","年","14.33","12","12","12","14","17","20","2","20","20",""
="2208","台船","01/08","20.1","+0.4","+2.03","年","0","0","0","0","0","0","0","0","0","0",""
="2211","長榮鋼","01/08","101.5","-0.5","-0.49","年","3.932","","","","2","2.092","3","5","6.5","5",""
="2221","大甲","01/08","30.65","-0.25","-0.81","年","1.89","1.303","1.504","2.105","1.5","1","3","4","1.3","1.3",""
="2227","裕日車","01/08","54.5","+0.4","+0.74","年","13.79","22","21","17.67","21.27","18.53","9.06","7.22","3.48","3.9",""
="2228","劍麟","01/08","108.5","-1.5","-1.36","年","4.56","4.748","5.24","5","5","1.05","2","4","5","9",""
="2230","泰茂","01/08","93.2","+1.3","+1.41","年","0.292","0.2","0","0.15","0","0.2","0","0.142","0.939","1",""
="2231","為升","01/08","95.4","+1.2","+1.27","年","4.468","8.5","7.474","7.674","6.991","1.2","1","2.298","3","2.074",""
="2233","宇隆","01/08","208","-1","-0.48","年","4.833","5","3.757","4","3.3","3.744","5.4","6","5.3","7",""
="2235","謚源","01/08","33.1","-0.4","-1.19","年","2.944","4","3.5","3","3","2","1.5","4","2.5","3",""
="2239","英利-KY","01/08","35.1","-0.4","-1.13","年","2.319","4.5","3.9","4.5","2.5","1.85","2.5","0.463","0.66","0",""
="2241","艾姆勒","01/08","34.5","-0.2","-0.58","年","0.164","0","0","0","0.88","0.6","0","0","0","0",""
="2243","宏旭-KY","01/08","11.4","+0.15","+1.33","年","0.167","1","0.5","0","0","0","0","0","0","0",""
="2248","華勝-KY","01/08","49.5","+0.45","+0.92","年","0.955","","","0.909","0.587","0","0.71","0.814","0.936","2.732",""
="2250","IKKA-KY","01/08","70.5","-1.4","-1.95","年","3.149","","","","","3","3.222","2.99","3.187","3.346",""
="2258","鴻華先進-創","01/08","40.2","-0.5","-1.23","年","0","","","","","","","0","0","0",""
="2302","麗正","01/08","17.7","-0.7","-3.8","年","0.288","0","0","0","0","0.301","0.601","0.8","0.31","0.58",""
="2303","聯電","01/08","52.8","-1.3","-2.4","年","1.851","0.5","0.712","0.59","0.804","1.6","3","3.6","3","2.85",""
="2305","全友","01/08","11.5","-0.25","-2.13","年","0","0","0","0","0","0","0","0","0","0",""
="2308","台達電","01/08","1010","-20","-1.94","年","6.03","5","5","5","5","5.5","5.5","9.84","6.43","7",""
="2312","金寶","01/08","22.65","-1.2","-5.03","年","0.323","0.3","0.308","0.3","0.306","0.291","0.198","0.3","0.3","0.6",""
="2313","華通","01/08","105","-5.5","-4.98","年","1.522","0.6","1.2","0.8","1.2","1.5","1.8","2.7","1.5","2.4",""
="2314","台揚","01/08","20.7","-0.55","-2.59","年","0.057","0.116","0.2","0.2","0","0","0","0","0","0",""
="2316","楠梓電","01/08","96","-1.3","-1.34","年","0.611","0","0","1","0.5","1.5","1","0.5","0.5","0.5",""
="2317","鴻海","01/08","229.5","-9","-3.77","年","4.489","4.5","2","4","4.2","4","5.2","5.3","5.4","5.8",""
="2321","東訊","01/08","17.65","+0.35","+2.02","年","0","0","0","0","0","0","0","0","0","0",""
="2323","中環","01/08","10.9","-0.7","-6.03","年","0.22","0","0","0","0.2","0.7","0.1","0","0.68","0.3",""
="2324","仁寶","01/08","30.05","-0.9","-2.91","年","1.356","1.2","1.2","1.2","1.2","1.6","2","1.2","1.2","1.4",""
="2328","廣宇","01/08","47.9","-0.9","-1.84","年","1.006","0.7","0.8","1.1","1","0.65","1","1.4","1.3","1.1",""
="2329","華泰","01/08","56.5","+0.5","+0.89","年","0.465","0","0","0","0.15","0","1","0.85","1.189","1",""
="2332","友訊","01/08","15.15","-0.25","-1.62","年","0.218","0.3","0","0.2","0","0.3","0.3","0.225","0.536","0.1",""
="2337","旺宏","01/08","63.3","+5.7","+9.9","年","0.966","0","1","1.2","1.189","1.2","1.8","1.8","0.5","0",""
="2338","光罩","01/08","37.15","-1.8","-4.62","年","1.037","0","0","0.834","1","1.5","2","2.5","1.5","0",""
="2340","台亞","01/08","28.05","+0.6","+2.19","年","0.993","1.191","1.35","0.5","0","1.393","3","1","0.5","0",""
="2345","智邦","01/08","1265","+60","+4.98","年","6.49","3.098","4.131","3.998","6.19","6.496","5.999","7.5","9.996","11",""
="2347","聯強","01/08","63.1","+0.8","+1.28","年","2.956","1","2.2","2","2.6","3.3","5","3.5","3","4",""
="2348","海悅","01/08","81.3","-1.2","-1.45","年","5.186","0","3.6","3.8","4.33","7","7","5","6.942","9",""
"2348A","海悅甲特","01/08","36.65","+0.05","+0.14","年","1.311","","","","","","0.443","1.6","1.6","1.6",""
="2349","錸德","01/08","15","-1.15","-7.12","年","0","0","0","0","0","0","0","0","0","0",""
="2351","順德","01/08","73.9","-3.1","-4.03","年","2.522","2.5","2.5","2.8","1.8","1.8","3","3.2","2.6","2.5",""
="2352","佳世達","01/08","24.1","-0.5","-2.03","年","1.398","1.32","1.35","0.85","0.75","1.5","2.5","2","1.2","1.11",""
="2353","宏碁","01/08","26.35","-0.7","-2.59","年","1.259","0.5","0.7","0.77","0.777","1.5","2.28","1.5","1.6","1.7",""
="2354","鴻準","01/08","59.2","-1.6","-2.63","年","2.344","3.8","3.6","3.2","2.5","1.8","1.7","1.6","1.5","1.4",""
="2355","敬鵬","01/08","31.2","-1.1","-3.41","年","1.322","3.2","2.25","0.5","1","0.5","0.5","0.85","1.25","1.85",""
="2356","英業達","01/08","42.9","-0.95","-2.17","年","1.539","1.45","1.65","1.5","1.3","1.85","1.4","1.5","1.5","1.7",""
="2357","華碩","01/08","530","-13","-2.39","年","21.67","17","15","15","14","26","42","15","17","34",""
="2360","致茂","01/08","925","+3","+0.33","年","5.551","3.221","4.475","4.178","3.007","4.5","6.981","8.001","6.6","9",""
="2362","藍天","01/08","37.85","-0.3","-0.79","年","1.254","0.714","0.841","1","0.4","0.6","2.1","1.5","1.6","2.53",""
="2363","矽統","01/08","48.2","-0.2","-0.41","年","0.416","0","0","0","0.347","0.8","0.8","1","0.3","0.5",""
="2364","倫飛","01/08","66.7","-0.6","-0.89","年","0.111","0","0","0","0","0","1","0","0","0",""
="2367","燿華","01/08","29.6","-2.05","-6.48","年","0.278","0","0.3","0.4","0.8","0","0","0.3","0","0.703",""
="2368","金像電","01/08","632","-11","-1.71","年","1.856","0","0","0","0","1.5","2.2","3.5","3.5","6",""
="2369","菱生","01/08","24.7","-1.95","-7.32","年","0.377","0.5","0.5","0.2","0","0","1.289","0.3","0.3","0.3",""
="2373","震旦行","01/08","56.2","-0.2","-0.35","年","5.083","3.25","6","6","6","6","6","4.7","4.1","3.7",""
="2374","佳能","01/08","77.4","-1.9","-2.4","年","0.66","0.9","0.8","0.5","0.3","0.491","1","0.45","0.9","0.599",""
="2376","技嘉","01/08","245","0","0","年","5.706","2.6","4","3","2.2","5","12","6.2","6.358","10",""
="2377","微星","01/08","96.5","+0.2","+0.21","年","5.756","4.5","4.5","5","4.2","6.1","10.5","6.6","5.4","5",""
="2379","瑞昱","01/08","529","-1","-0.19","年","15.28","5","5.5","7","11","14","27","27","15.5","25.5",""
="2383","台光電","01/08","1545","-35","-2.22","年","7.891","4.698","4.8","3.8","5.762","7","10","8.407","9.979","16.58",""
="2385","群光","01/08","116","0","0","年","6.144","4.25","4.45","3.8","5.9","5.5","6.1","7.5","7.8","10",""
="2387","精元","01/08","38.4","-0.4","-1.03","年","2.044","0.485","0.403","1.005","1","2","3","3.5","3","4",""
="2388","威盛","01/08","50.6","-0.9","-1.75","年","0.25","0","0","0","0","0.8","1","0.15","0.1","0.2",""
="2390","云辰","01/08","10.05","+0.05","+0.5","年","0.118","0.06","0","0","0","0","1","0","0","0",""
="2392","正崴","01/08","36.6","-0.55","-1.48","年","2.022","1.5","2","1.5","2.5","2.5","1.5","2.2","2","2.5",""
="2393","億光","01/08","55.3","-1.9","-3.32","年","2.849","2.998","2.985","1.5","1.4","2.25","3.5","2.5","3.2","5.31",""
="2395","研華","01/08","285.5","-3","-1.04","年","7.82","6.298","6.595","6.796","7.789","7.093","7.98","9.988","9.448","8.392",""
="2397","友通","01/08","60.3","-1.8","-2.9","年","3.998","4.5","4.2","5.28","5","3","3.6","4","3","3.4",""
="2399","映泰","01/08","24.6","-1.25","-4.84","年","0.267","0","0.8","0","0","0.4","1.2","0","0","0",""
="2401","凌陽","01/08","20.45","-0.9","-4.22","年","0.554","0.5","0.7","0.36","0.3","0.526","2","0.6","0","0",""
="2402","毅嘉","01/08","56.3","-2.3","-3.92","年","0.684","0","0","0.5","0.5","0.5","0.5","0.992","1.186","1.974",""
="2404","漢唐","01/08","1010","+10","+1","年","14.35","6","6","10","13","17","13.13","15","21","28",""
="2406","國碩","01/08","24.8","+0.15","+0.61","年","0","0","0","0","0","0","0","0","0","0",""
="2408","南亞科","01/08","241.5","+0.5","+0.21","年","2.305","1.5","3.509","7.11","1.497","1.297","3.703","2.13","0","0",""
="2409","友達","01/08","15.65","-1.05","-6.29","年","0.652","0.56","1.5","0.5","0","0.3","1","0.8","0.9","0.305",""
="2412","中華電","01/08","133.5","+0.5","+0.38","年","4.646","4.942","4.796","4.479","4.226","4.306","4.608","4.702","4.758","5",""
="2413","環科","01/08","42.35","-0.6","-1.4","年","0.078","0","0","0","0","0","0","0.5","0.2","0",""
="2414","精技","01/08","40.55","-0.05","-0.12","年","1.939","1.3","1.4","1.45","1.5","1.8","2.8","2.5","2.2","2.5",""
="2415","錩新","01/08","26.2","0","0","年","0.789","0.9","1","1.5","0.5","0.5","0.85","0.65","0","1.2",""
="2417","圓剛","01/08","39.25","-0.75","-1.88","年","0.344","0.1","0.1","0.1","0.102","2","0.146","0.2","0.15","0.2",""
="2419","仲琦","01/08","26.65","+1.45","+5.75","年","0.879","1.773","1.226","0.814","0.8","1","0.5","1.5","0.3","0",""
="2420","新巨","01/08","50.1","-0.7","-1.38","年","2.894","3","2.7","2.8","2","2.55","3","3.5","3","3.5",""
="2421","建準","01/08","154","-2.5","-1.6","年","2.412","2","2.3","2","2","2.4","1.2","2.6","3.5","3.712",""
="2423","固緯","01/08","54.1","-1.4","-2.52","年","1.656","1.2","1.5","1.8","1.5","1.2","1.5","2","2.2","2",""
="2424","隴華","01/08","32.4","-1.85","-5.4","年","0","0","0","0","0","0","0","0","0","0",""
="2425","承啟","01/08","29.65","-0.7","-2.31","年","0.494","0.15","0","1.5","0.3","0.5","0.6","0.8","0.45","0.15",""
="2426","鼎元","01/08","16.7","-0.65","-3.75","年","0.572","0.893","0.7","1.2","0.303","0.75","1","0","0.2","0.1",""
="2427","三商電","01/08","26.45","+0.05","+0.19","年","0.422","0.2","0.25","0.4","0.35","0.3","0.35","0.35","0.9","0.697",""
="2428","興勤","01/08","171","-6","-3.39","年","4.867","3.3","4","3.8","4.2","5.5","6.3","5.4","5.2","6.1",""
="2429","銘旺科","01/08","76.1","+1","+1.33","年","0","0","0","0","0","0","0","0","0","0",""
="2430","燦坤","01/08","22.6","0","0","年","2.006","2","1.36","0.9","1","1.55","3.54","4","2.2","1.5",""
="2431","聯昌","01/08","11.9","0","0","年","0.174","0.77","0","0","0","0.25","0.45","0.1","0","0",""
="2432","倚天酷碁-創","01/08","24.65","-0.45","-1.79","年","1.667","","","","","","","1.65","1.65","1.7",""
="2433","互盛電","01/08","47","-0.15","-0.32","年","3.356","2.7","3.5","3.5","3.8","3.6","3.5","3.6","3","3",""
="2434","統懋","01/08","30.8","-0.2","-0.65","年","0","0","0","0","0","0","0","0","0","0",""
="2436","偉詮電","01/08","47.55","-2.25","-4.52","年","1.345","0.499","0.6","1","1.5","1.6","3","1.2","1.207","1.5",""
="2438","翔耀","01/08","21.8","+0.15","+0.69","年","0","0","0","0","0","0","0","0","0","0",""
="2439","美律","01/08","101","+4.8","+4.99","年","7.318","8.884","15.82","8.498","7.705","5.068","3.971","4.473","4.149","7.29",""
="2440","太空梭","01/08","14.45","0","0","年","0","0","0","0","0","0","0","0","0","0",""
="2441","超豐","01/08","87.6","-0.9","-1.02","年","3.117","2.75","3","2.7","2.3","3.1","5","3.7","2.5","3",""
="2442","新美齊","01/08","23.45","+0.1","+0.43","年","0.117","0.008","0","0.502","0","0.101","0.204","0.05","0.11","0.079",""
="2444","兆勁","01/08","11.25","+0.05","+0.45","年","0.059","0.429","0.104","0","0","0","0","0","0","0",""
="2449","京元電子","01/08","263","-3.5","-1.31","年","2.494","1.796","1.798","1.35","1.8","2","3","3.5","3.2","4",""
="2450","神腦","01/08","28.7","+0.1","+0.35","年","2.155","3.982","3.166","1.45","1.45","1.5","2","2.2","2","1.65",""
="2451","創見","01/08","257.5","+19.5","+8.19","年","5.248","6","6","5","4.5","3.05","6","5.6","4.991","6.088",""
="2453","凌群","01/08","53.3","+0.4","+0.76","年","1.478","0.5","0.7","0.5","1","1.5","1.9","2.2","2.4","2.6",""
="2455","全新","01/08","150","-4","-2.6","年","2.704","2.531","2.5","2.5","2.5","2.59","4","2.3","2.2","3.218",""
="2457","飛宏","01/08","28.4","-0.6","-2.07","年","0","0","0","0","0","0","0","0","0","0",""
="2459","敦吉","01/08","66.1","0","0","年","3.357","2.6","3","3","3.009","3.3","3.5","3.8","4","4",""
