"代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放頻率","平均股利(元)","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度","2024發放年度","2025發放年度","2026發放年度"
="0051","元大中型100","01/08","95.45","-0.75","-0.78","年","1.807","0.85","1","1.2","1.1","1.75","2.4","2.5","2.46","3",""
="0052","富邦科技","01/08","40.84","+0.07","+0.17","年","3.443","1.41","1.72","1.047","1.927","1.032","10.19","4","6.43","3.23",""
="0053","元大電子","01/08","150","-0.85","-0.56","年","1.707","1.15","1.1","1.5","1.3","1.7","1.71","1.9","2","3",""
="0055","元大MSCI金融","01/08","31.99","+0.14","+0.44","年","0.794","0.5","0.65","0.7","0.65","0.75","0.87","0.6","1.18","1.25",""
="0057","富邦摩台","01/08","204.4","+0.65","+0.32","年","0","0","0","0","0","0","0","0","0","0",""
="006201","元大富櫃50","01/08","26.3","-0.17","-0.64","年","0.541","0.35","0.3","0.45","0.38","0.6","0.62","0.65","0.75","0.77",""
="006204","永豐臺灣加權","01/08","154.95","+0.3","+0.19","年","2.424","1.7","1.94","1.52","0.76","5.3","2.677","3.959","0.7","3.259",""
="00646","元大S&P500","01/08","68.65","-0.05","-0.07","年","0","0","0","0","0","0","0","0","0","0",""
="00660","元大歐洲50","01/08","43","+0.11","+0.26","年","0.123","0","0","0.75","0.36","0","0","0","0","0",""
="00661","元大日經225","01/08","66.1","-0.75","-1.12","年","0","0","0","0","0","0","0","0","0","0",""
="00739","元大MSCI A股","01/08","27.36","-0.09","-0.33","年","0.299","","","0","0.5","0","0.19","0","0.5","0.9",""
="00770","國泰北美科技","01/08","58.75","+0.1","+0.17","年","2.584","","","","0.76","0.38","1.95","2.8","4","4","4.2"
="00830","國泰費城半導體","01/08","61.75","-0.4","-0.64","年","2.53","","","","0","0.32","2.8","0.12","1.51","3.96","9"
="00851","台新全球AI","01/08","58.3","+0.75","+1.3","年","0.385","","","","0.28","0.33","0","0","0","1.7",""
="00901","永豐智能車供應鏈","01/08","26.27","-0.22","-0.83","年","1.168","","","","","","0.543","0.628","0.9","2.6",""
="00903","富邦元宇宙","01/08","17.87","-0.02","-0.11","年","0","","","","","","","0","0","0",""
="00909","國泰數位支付服務","01/08","41.42","-0.58","-1.38","年","0.678","","","","","","","0.225","1.81","0",""
="00916","國泰全球品牌50","01/08","27.33","-0.02","-0.07","年","0.213","","","","","","","0.17","0.22","0.25",""
="00917","中信特選金融","01/08","27.21","+0.23","+0.85","年","1.448","","","","","","","0","0.29","2","3.5"
="00920","富邦ESG綠色電力","01/08","18.63","-0.25","-1.32","年","0.082","","","","","","","0","0.04","0.206",""
="00926","凱基全球菁英55","01/08","23.61","+0.09","+0.38","年","1.067","","","","","","","0.23","1.5","1.47",""
="00949","復華日本龍頭","01/08","18.61","-0.05","-0.27","年","0","","","","","","","","","0",""
="00951","台新日本半導體","01/08","12.05","-0.13","-1.07","年","0.16","","","","","","","","","0.16",""
="00954","中信日本半導體","01/08","12.91","-0.14","-1.07","年","0","","","","","","","","","0",""
="00955","中信日本商社","01/08","13.66","+0.06","+0.44","年","0","","","","","","","","","0",""
="00965","元大航太防衛科技","01/08","24.67","+0.55","+2.28","年","0","","","","","","","","","0",""
"00969B","元大零息超長美債","01/08","8.49","+0.09","+1.07","年","0","","","","","","","","","0",""
="00971","野村美國研發龍頭","01/08","16.25","+0.17","+1.06","年","1","","","","","","","","","1",""
"01001T","土銀富邦R1","01/08","11.67","+0.02","+0.17","年","0.407","0.408","0.406","0.398","0.367","0.389","0.481","0.4","0.409","0.406",""
"01002T","土銀國泰R1","01/08","14.45","0","0","年","0.406","0.447","0.438","0.421","0.404","0.338","0.37","0.398","0.395","0.443",""
="020035","元大上櫃ESG高息N","01/08","9.69","-0.12","-1.22","年","0.313","","","","","","","0.321","0.285","0.333",""
="020036","元大金融配息N","01/08","7.53","0","0","年","0.237","","","","","","","0.141","0.242","0.328",""
="020038","元大ESG配息N","01/08","7.63","-0.09","-1.17","年","0.345","","","","","","","0.179","0.334","0.523",""
="1101","台泥","01/08","23.45","-0.2","-0.85","年","1.736","1.45","1.5","3.305","2.501","3.368","0.999","0.5","1","1",""
"1101B","台泥乙特","01/08","45.35","0","0","年","1.554","","","0.091","1.75","1.75","1.75","1.75","1.764","2.026",""
="1103","嘉泥","01/08","13.8","0","0","年","0.678","0.2","0.5","1","1.002","1.396","0.65","0.3","0.5","0.551",""
="1104","環泥","01/08","29.65","-0.25","-0.84","年","1.267","1.2","1.1","1","1","1.1","1","1.5","1.8","1.7",""
="1109","信大","01/08","15.4","-0.05","-0.32","年","0.889","0.1","0.1","0.8","1.1","1.5","1.504","0.8","1.2","0.9",""
="1110","東泥","01/08","16.3","0","0","年","0.144","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.2","0.3",""
="1201","味全","01/08","14.6","+0.3","+2.1","年","0.463","0","0","0.8","1.334","0.53","0.501","0.238","0.266","0.5",""
="1203","味王","01/08","39.7","0","0","年","1.1","1","1.3","1","1","1.1","1.1","1.1","1.1","1.2",""
="1210","大成","01/08","51.3","-0.1","-0.19","年","1.995","1.5","2","1.5","2.2","2.7","1.5","1.5","2.222","2.828",""
="1213","大飲","01/08","10","-0.15","-1.48","年","0.039","0","0","0","0","0","0","0","0","0.35",""
="1215","卜蜂","01/08","136.5","-1","-0.73","年","3.778","3","3","3","4","4.5","3","3.5","5.5","4.5",""
="1216","統一","01/08","75.6","+0.3","+0.4","年","3.017","2.1","5.5","2.5","2.5","2.7","2.7","3.15","3","3",""
="1217","愛之味","01/08","10.45","+0.05","+0.48","年","0.144","0","0","0","0","0","0.3","0.4","0.23","0.37",""
="1220","台榮","01/08","12.55","0","0","年","0.601","0.65","0.4","0.46","0.6","1","1","0.2","0.4","0.7",""
="1225","福懋油","01/08","28.3","+0.25","+0.89","年","1.221","1.25","1.25","1.15","1.3","1.4","1.6","1.5","1.4","0.14",""
="1227","佳格","01/08","29.65","-0.15","-0.5","年","1.899","1.6","2","2.5","2.65","2.5","1.9","1.29","1.25","1.4",""
="1231","聯華食","01/08","94.6","+0.6","+0.64","年","1.606","1.75","1.4","1.8","1.6","1.6","1.5","1.6","1.6","1.6",""
="1232","大統益","01/08","144.5","0","0","年","5.733","5","5","5","5","6","6","6","6.6","7",""
="1233","天仁","01/08","31.95","-0.1","-0.31","年","1.294","1.6","2.25","1.9","1.6","0.8","0.8","0.85","0.9","0.95",""
="1234","黑松","01/08","37.45","-0.05","-0.13","年","1.767","2","1.5","1.6","1.7","1.8","1.7","1.8","1.9","1.9",""
="1235","興泰","01/08","45.7","+0.5","+1.11","年","0.561","0","0","0","0.55","1.5","1","1","0.5","0.5",""
="1236","宏亞","01/08","25.3","-0.15","-0.59","年","0.45","0.3","0.1","0.4","0.3","0.2","0.5","1","0.65","0.6",""
="1240","茂生農經","01/08","59.6","-0.1","-0.17","年","2.044","2.5","2.5","1.5","2","2","2","1","2.2","2.7",""
="1256","鮮活果汁-KY","01/08","152","0","0","年","7.156","4.2","5","6.2","6.2","12","13","6.5","6.6","4.7",""
="1259","安心","01/08","61.5","0","0","年","2.621","3","3.5","3","3.2","2.989","2.3","2.6","1.8","1.2",""
="1264","德麥","01/08","278.5","0","0","年","11.89","10","10.5","11","11","12","12","12","14","14.5",""
="1268","漢來美食","01/08","158.5","0","0","年","5.969","5.679","6.575","6.965","7","7","3","3","7","7.5",""
="1294","漢田生技","01/08","77","-0.1","-0.13","年","1.226","","","","","1","0","1","1","3.13",""
="1295","生合","01/08","84.2","+0.7","+0.84","年","2.458","","","","","","2.83","2","1.5","3.5",""
="1301","台塑","01/08","41.7","+1.05","+2.58","年","4.089","4.6","5.7","5.8","4.4","2.4","8.2","4.2","1","0.5",""
="1303","南亞","01/08","67","+2.3","+3.55","年","3.456","4.5","5.1","5","2.2","2.4","7.5","3","0.7","0.7",""
="1304","台聚","01/08","11.25","+0.05","+0.45","年","0.672","0.5","0.3","0.3","0.5","1","2.2","0.7","0.35","0.2",""
="1305","華夏","01/08","11.35","0","0","年","1.144","1.7","1.5","1.5","0.5","1.8","2.5","0.3","0.35","0.15",""
="1307","三芳","01/08","31.8","-0.35","-1.09","年","1.244","2.2","1.7","0.5","0.8","0.5","0.5","0.8","1.5","2.7",""
="1308","亞聚","01/08","13.35","-0.2","-1.48","年","0.867","0.6","0.2","0.3","0.6","1.2","3","1.2","0.45","0.25",""
="1309","台達化","01/08","11.35","-0.15","-1.3","年","0.611","0","0","0.2","0.3","2","2","0.5","0.3","0.2",""
="1310","台苯","01/08","8.83","-0.1","-1.12","年","0.85","2.2","1.6","2","1","0.5","0.15","0.2","0","0",""
="1312","國喬","01/08","11.95","0","0","年","0.511","1","1","0","0","0.1","2","0.5","0","0",""
"1312A","國喬特","01/08","23","+1","+4.55","年","0.978","1.6","1.6","0.6","0.6","0.7","2.6","1.1","0","0",""
="1313","聯成","01/08","10.2","-0.1","-0.97","年","0.505","0.6","1","0.198","0.2","1","1","0.2","0.2","0.15",""
="1314","中石化","01/08","8.02","-0.03","-0.37","年","0.133","0","0","0.5","0.3","0","0.4","0","0","0",""
="1319","東陽","01/08","95.2","+0.3","+0.32","年","2.347","2.12","2.05","1.7","1.8","0.8","0.85","2.5","4","5.3",""
="1321","大洋","01/08","35","0","0","年","0.276","0","0","0","0","1","0.7","0","0.4","0.38",""
="1323","永裕","01/08","19.5","+0.05","+0.26","年","1.411","1.8","1.3","1.8","1.6","1.6","1.6","1.1","1","0.9",""
="1324","地球","01/08","11.35","+0.05","+0.44","年","0.267","0.4","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2",""
="1325","恆大","01/08","30.05","-0.2","-0.66","年","1.928","0.8","0.35","0.5","0.3","12","2","0.5","0.6","0.3",""
="1326","台化","01/08","32.6","+0.1","+0.31","年","3.622","5.6","7","6.2","3.8","2.5","4.8","0.95","1.25","0.5",""
="1336","台翰","01/08","15.9","-0.25","-1.55","年","0.695","0","0.6","0.79","1.2","1.5","0.4","0.41","0.41","0.945",""
="1337","再生-KY","01/08","4.86","+0.02","+0.41","年","0.001","0.007","0.003","0","0","0","0","0","0","0",""
="1338","廣華-KY","01/08","20","-0.1","-0.5","年","2.808","4","5","3.5","3.5","3.5","2.5","2","0.5","0.775",""
="1339","昭輝","01/08","42","+0.1","+0.24","年","2.333","2","2","2","2","2","2","3","3","3",""
="1340","勝悅-KY","01/08","6.87","0","0","年","0.189","1.2","0.3","0.2","0","0","0","0","0","0",""
="1342","八貫","01/08","92.8","-1.7","-1.8","年","3.86","","","","2.5","2.5","3","5.369","5","4.793",""
="1402","遠東新","01/08","28.25","+0.15","+0.53","年","1.383","0.8","1.2","1.8","1.5","1.35","1.5","1.35","1.35","1.6",""
="1409","新纖","01/08","14.85","-0.1","-0.67","年","0.756","0.25","0.5","0.85","0.55","1.1","1.4","1","0.55","0.6",""
="1410","南染","01/08","34.1","-0.15","-0.44","年","0.995","1.45","1.4","1.3","1","0.9","1.3","0.8","0.3","0.508",""
="1413","宏洲","01/08","9.97","+0.09","+0.91","年","0","0","0","0","0","0","0","0","0","0",""
="1416","廣豐","01/08","11.7","-0.15","-1.27","年","0.884","3","1.2","1.2","0","0.5","0.5","0.5","0.5","0.56",""
="1417","嘉裕","01/08","8.77","-0.06","-0.68","年","0.191","0","0","0","0.5","0.3","0.35","0.37","0.2","0",""
="1418","東華","01/08","19.9","0","0","年","0","0","0","0","0","0","0","0","0","0",""
="1419","新紡","01/08","72.6","+3.3","+4.76","年","1.359","0.456","3.726","0.848","1","1","1","1.5","1.2","1.5",""
="1423","利華","01/08","38.2","-0.35","-0.91","年","0.474","0","0","0","0.12","1.8","0.75","0.2","0.6","0.8",""
="1432","大魯閣","01/08","17.8","-0.1","-0.56","年","0.444","0","0","0","4","0","0","0","0","0",""
="1434","福懋","01/08","16.1","-0.3","-1.83","年","1.422","1.5","1.9","2.1","2.5","1","1","1.5","0.5","0.8",""
="1435","中福","01/08","21.35","0","0","年","0","0","0","0","0","0","0","0","0","0",""
="1436","華友聯","01/08","62.2","-0.4","-0.64","年","3.857","1","2.5","2","2.5","2","4.154","5.139","5.627","9.796",""
="1438","三地開發","01/08","33.2","0","0","年","0.111","0","0","0","0","0","0","1","0","0",""
="1439","雋揚","01/08","29.3","+0.2","+0.69","年","0.733","0.5","0","0","5","0","0.2","0.3","0.3","0.3",""
="1440","南紡","01/08","13.2","-0.05","-0.38","年","0.381","0.32","0.36","0.4","0.2","0.35","0.8","0.35","0.35","0.3",""
="1441","大東","01/08","10.4","+0.15","+1.46","年","0.044","0","0","0.4","0","0","0","0","0","0",""
="1442","名軒","01/08","29.85","-0.15","-0.5","年","1.786","0.994","1.797","1","0.987","0.5","1.2","1.6","3.5","4.5",""
="1443","立益物流","01/08","26.85","-0.25","-0.92","年","0","0","0","0","0","0","0","0","0","0",""
="1444","力麗","01/08","6.22","+0.19","+3.15","年","0.133","0","0.5","0.4","0","0","0.3","0","0","0",""
="1445","大宇","01/08","12.5","-0.05","-0.4","年","0.467","0.3","0.2","0.2","0.203","0.2","0","0.1","2.5","0.5",""
="1446","宏和","01/08","18.05","-0.15","-0.82","年","0.522","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.7","2",""
="1447","力鵬","01/08","5.23","+0.02","+0.38","年","0.022","0","0","0.202","0","0","0","0","0","0",""
="1449","佳和","01/08","11.2","-0.2","-1.75","年","0.003","0","0","0","0","0","0","0","0.031","0",""
="1451","年興","01/08","17.35","+0.05","+0.29","年","1.122","1.5","1.5","2","0","0.6","1","2","0.502","1",""
="1452","宏益","01/08","11.75","-0.05","-0.42","年","1.056","1.2","1.4","1.4","1.2","0.7","2","0.8","0.3","0.5",""
="1453","大將","01/08","12.2","-0.05","-0.41","年","0","0","0","0","0","0","0","0","0","0",""
="1454","台富","01/08","12.5","-0.15","-1.19","年","0.268","0.3","0.2","0.2","0.259","0.2","0.5","0.25","0.25","0.25",""
="1455","集盛","01/08","7.77","+0.08","+1.04","年","0.233","0.3","0.4","0.2","0","0.3","0.8","0.1","0","0",""
="1456","怡華","01/08","13.15","+0.6","+4.78","年","0.189","0","0","0","0","0","1.5","0","0.2","0",""
="1457","宜進","01/08","15.5","0","0","年","0.933","0.5","0.7","1.2","1","1","1","1","1","1",""
="1459","聯發","01/08","11.85","-0.05","-0.42","年","0.033","0","0.1","0","0","0","0.2","0","0","0",""
="1460","宏遠","01/08","6.39","0","0","年","0.044","0.4","0","0","0","0","0","0","0","0",""
="1463","強盛新","01/08","17.65","-0.1","-0.56","年","1.333","3.3","3","1.4","0.6","0.3","0.4","0.4","0.5","2.1",""
="1464","得力","01/08","11.15","+0.1","+0.9","年","0.981","1.933","2.2","1.5","1.5","0.3","0.25","0.4","0.25","0.5",""
="1465","偉全","01/08","12.6","+0.1","+0.8","年","0.6","0.65","0.4","0.3","1.5","0.3","0.3","0.85","0.5","0.6",""
="1466","聚隆","01/08","13.95","-0.15","-1.06","年","0.111","0","0","0","0","0","1","0","0","0",""
="1467","南緯","01/08","8","+0.37","+4.85","年","0.078","0","0","0","0","0.7","0","0","0","0",""
="1468","昶和","01/08","11.9","+0.15","+1.28","年","0","0","0","0","0","0","0","0","0","0",""
="1471","首利","01/08","10.05","+0.45","+4.69","年","0","0","0","0","0","0","0","0","0","0",""
="1472","三洋實業","01/08","89.2","+1.6","+1.83","年","0.556","0","0","0","0","0","0","0","2","3",""
="1473","台南","01/08","24.15","+0.1","+0.42","年","0.8","1.2","0.503","0.5","0.5","0.2","0.1","1","1.2","2",""
="1474","弘裕","01/08","10.35","-0.2","-1.9","年","0.356","0.6","0.6","0.3","0","0.4","0.5","0.4","0","0.4",""
="1475","業旺","01/08","31.05","+0.5","+1.64","年","0.678","0","0","0","0","0","0","0.5","2","3.6",""
="1476","儒鴻","01/08","404","+15","+3.86","年","12.5","10.5","9.5","11","11","11","12","17","13.5","17",""
="1503","士電","01/08","172","+0.5","+0.29","年","2.056","1.2","1.3","1.5","1.6","1.6","1.8","2","3","4.5",""
="1504","東元","01/08","81.6","-1.1","-1.33","年","1.337","0.88","0.86","0.9","0.99","1.15","1.35","1.5","2.2","2.2",""
="1506","正道","01/08","11.7","+0.15","+1.3","年","0","0","0","0","0","0","0","0","0","0",""
="1512","瑞利","01/08","7.39","+0.05","+0.68","年","0","0","0","0","0","0","0","0","0","0",""
="1513","中興電","01/08","145","-1","-0.68","年","2.301","1","1","1","1.197","2.2","2.8","3.314","3.6","4.6",""
="1514","亞力","01/08","96.6","0","0","年","0.903","0.5","0.5","0.7","0.7","0.7","0.75","1","1.581","1.699",""
="1515","力山","01/08","27","+0.15","+0.56","年","1.722","0.5","1.2","2","3","3.6","3","0","1.2","1",""
="1516","川飛","01/08","22.4","+1.25","+5.91","年","0.306","0.371","0","0","0.078","0.375","1.552","0.377","0","0",""
="1517","利奇","01/08","11","0","0","年","0.367","0.2","0.2","0.25","0.202","0.35","0.8","0.9","0.2","0.2",""
="1519","華城","01/08","735","-20","-2.65","年","2.478","0.8","0.4","0.3","1","1.3","1","2.5","6","9",""
="1521","大億","01/08","23.3","-0.1","-0.43","年","2.5","5.2","5.2","3.8","4","1.3","0.6","0.7","0.7","1",""
="1522","堤維西","01/08","44.4","-0.85","-1.88","年","1.578","2","1.6","1.3","1.4","0.6","0.5","1.8","2","3",""
"1522A","堤維西甲特","01/08","49","-0.05","-0.1","年","1.697","","","","","","0.789","2","2","2",""
="1524","耿鼎","01/08","30.3","+0.2","+0.66","年","0.773","0.5","0.45","0.5","0.4","0.21","0.3","1","1.3","2.3",""
="1525","江申","01/08","63.5","-0.3","-0.47","年","2.367","2.3","2.4","1.8","2","2.2","2.1","2.1","3.3","3.1",""
="1527","鑽全","01/08","32.65","-0.05","-0.15","年","2.45","4.1","1.4","4","1.2","2.35","2.4","2.4","2","2.2",""
="1528","恩德","01/08","21","-0.9","-4.11","年","0.201","0.5","0.5","0.201","0.104","0.1","0.1","0.1","0.1","0.1",""
="1529","樂事綠能","01/08","18.9","-0.3","-1.56","年","0.239","0","0","0.2","0.5","0.5","0.2","0.25","0.3","0.2",""
="1530","亞崴","01/08","27.15","0","0","年","1.565","0.7","1.25","2","1.5","2.5","1.5","1.6","1.5","1.532",""
="1531","高林股","01/08","12.05","-0.05","-0.41","年","0.489","0.6","0.8","0.5","0.202","0.202","0.7","0.8","0.2","0.4",""
="1532","勤美","01/08","25.75","-0.25","-0.96","年","1.592","1.7","1.5","2.7","0.922","1.03","2.11","1.2","1.434","1.734",""
="1533","車王電","01/08","32","-2.4","-6.98","年","0.233","0.2","0.3","0.8","0.5","0","0.3","0","0","0",""
="1535","中宇","01/08","53.2","+0.3","+0.57","年","2.067","1.8","1.25","1.1","1.2","1.35","2.6","3","3.3","3",""
="1537","廣隆","01/08","123","-1","-0.81","年","9.222","9","9.5","10","10","10","7","10","7","10.5",""
="1538","正峰","01/08","25.85","-0.4","-1.52","年","0","0","0","0","0","0","0","0","0","0",""
="1539","巨庭","01/08","17","-0.05","-0.29","年","1.061","1.2","1","1.8","0.8","0","0.8","2.5","0.6","0.85",""
="1540","喬福","01/08","22.7","-0.2","-0.87","年","0.911","1","0.6","1.5","1","0.5","0.3","0.6","1.1","1.6",""
="1541","錩泰","01/08","23.1","+0.05","+0.22","年","1.478","3.3","1.5","1","0","3","2.5","1","0.5","0.5",""
="1558","伸興","01/08","103.5","-0.5","-0.48","年","7.9","9.5","8.5","11","8.8","9.5","8.5","5.5","3.8","6",""
="1560","中砂","01/08","412.5","-9.5","-2.25","年","3.375","3","3.5","3.5","2.8","2.798","2.797","3.999","3.996","3.987",""
="1563","巧新","01/08","48.4","+0.1","+0.21","年","2.227","3","3","3","2.001","2.016","1","1.958","1.802","2.269",""
="1565","精華","01/08","116.5","+0.5","+0.43","年","17.06","27","25","26.5","18","12","15","13.5","7","9.5",""
="1568","倉佑","01/08","22.4","-0.05","-0.22","年","0.822","1.2","0.8","0.65","0.504","0.3","0.3","1.1","1.34","1.2",""
="1569","濱川","01/08","51.1","-1.6","-3.04","年","0.848","0.394","0.6","0.25","0.293","1.498","1.6","2","1","0",""
="1570","力肯","01/08","30.7","-0.3","-0.97","年","0.889","0.5","0.8","0.8","0.8","0.8","1","1","1","1.3",""
="1580","新麥","01/08","133","0","0","年","7.328","8.5","8","6.5","5","6.79","7","6","9","9.163",""
="1582","信錦","01/08","64.1","-0.9","-1.38","年","4.92","5.448","5","6.5","4.5","5","5.3","3","4.03","5.5",""
="1583","程泰","01/08","44","-0.05","-0.11","年","2.781","1","2.5","3","3","3","2.5","3","4","3.027",""
="1584","精剛","01/08","22.8","-0.3","-1.3","年","0.344","0","0","0","0","0","0.2","0.7","1.5","0.7",""
="1586","和勤","01/08","29.15","+2.65","+10","年","0.314","0","0.201","0.5","0.061","0.801","0.659","0.2","0.1","0.3",""
="1589","永冠-KY","01/08","16.65","-0.35","-2.06","年","0.82","3.25","1.534","0","0.5","1.5","0.6","0","0","0",""
="1590","亞德客-KY","01/08","982","+2","+0.2","年","10.62","5.369","7.445","5.24","4.735","9.162","13.3","13.12","17.68","19.55",""
="1595","川寶","01/08","39.15","-0.35","-0.89","年","1.697","1.5","4","2.5","1.25","0.5","2","2.026","0.998","0.501",""
="1598","岱宇","01/08","20","-0.1","-0.5","年","1.671","2.1","0.5","0.35","1.106","7.468","2.515","0.5","0","0.5",""
="1599","宏佳騰","01/08","28.1","-0.1","-0.35","年","1.287","2","1.013","1","0.518","2.041","3","1.5","0","0.507",""
="1603","華電","01/08","37.4","-0.25","-0.66","年","0.756","0.5","1","0.5","0.5","0.5","0.5","0.5","1.3","1.5",""
="1604","聲寶","01/08","23.9","0","0","年","1.578","1.4","0.2","1.4","1.5","2.5","2.7","1.5","1.5","1.5",""
="1605","華新","01/08","38.3","-1.35","-3.4","年","1.034","0.7","1","1.2","0.506","0.9","1.6","1.8","1.1","0.5",""
="1608","華榮","01/08","37.85","-2.15","-5.38","年","0.666","0","0.73","0","0.66","0.7","1.5","0.4","1","1",""
="1609","大亞","01/08","38.3","-1.2","-3.04","年","0.454","0","0.35","0.3","0.303","0.35","0.35","0.48","1.2","0.75",""
="1611","中電","01/08","12.95","-0.2","-1.52","年","0.561","0","1","0.15","1.2","0.3","0.8","0.3","0.5","0.8",""
="1612","宏泰","01/08","34.25","-0.2","-0.58","年","1.244","0.28","0.5","0.32","0.5","1.2","2.8","1.5","2","2.1",""
="1614","三洋電","01/08","34","-0.1","-0.29","年","0.925","1.054","0.696","0.909","0.833","0.949","1.233","0.993","1.073","0.582",""
="1615","大山","01/08","48.85","-0.7","-1.41","年","1.349","0.75","0.9","1.35","1","1.2","2","1.5","1.44","2",""
="1616","億泰","01/08","27","-0.85","-3.05","年","0.242","0","0","0","0","0","0","0","0.37","1.804",""
="1617","榮星","01/08","14.4","-0.2","-1.37","年","0.534","0.4","0.6","1","0.3","0.6","0.823","0.3","0.282","0.5",""
="1618","合機","01/08","40.95","-1.9","-4.43","年","0.567","0.3","0.3","0.3","0.3","0.3","0.5","0.6","1","1.5",""
="1626","艾美特-KY","01/08","11.15","+0.25","+2.29","年","0.367","1.003","0.1","0","0.8","0.598","0","0.5","0.3","0",""
="1702","南僑","01/08","38.75","+0.05","+0.13","年","2.379","2.807","2.7","2.7","2","2","2.2","2","2.5","2.5",""
="1708","東鹼","01/08","33.1","+0.5","+1.53","年","1.356","0.5","1","0.5","0.8","0.9","2","3","1.5","2",""
="1710","東聯","01/08","12.7","-0.2","-1.55","年","0.567","0.2","1.75","1.75","0.3","0","0.7","0.2","0.2","0",""
="1711","永光","01/08","20.55","-1.75","-7.85","年","0.378","0.5","0.5","0.5","0.3","0.3","0.5","0.35","0.15","0.3",""
="1712","興農","01/08","44.85","+0.25","+0.56","年","1.749","0.939","1.002","1.3","1.3","1.3","1.8","2.8","2.8","2.5",""
="1713","國化","01/08","48.2","-3.3","-6.41","年","1.524","0.58","0.44","0.71","0.58","0.66","0.85","1","1.4","7.5",""
="1714","和桐","01/08","8.97","+0.81","+9.93","年","0.242","0","0.3","0.15","0","0.7","0.42","0.1","0.3","0.205",""
="1717","長興","01/08","51.8","-3.9","-7","年","1.167","1.5","0.5","0.9","1.4","1.5","1.5","1.2","0.8","1.2",""
="1718","中纖","01/08","7.05","+0.05","+0.71","年","0.033","0","0.1","0.1","0","0.1","0","0","0","0",""
="1720","生達","01/08","60.1","+0.5","+0.84","年","2.044","1.5","1.6","1.5","1.5","1.8","2.5","2.5","2.7","2.8",""
="1721","三晃","01/08","15.15","-0.85","-5.31","年","0.167","0.7","0.2","0","0","0.5","0","0.1","0","0",""
="1722","台肥","01/08","46.5","-0.05","-0.11","年","2.311","2.1","2.1","2.2","2.2","2.3","2.8","2.5","2.6","2",""
="1723","中碳","01/08","69.3","-0.2","-0.29","年","4.411","4.5","4.6","5.3","5","2.8","4","5","4","4.5",""
="1725","元禎","01/08","29.1","-1.2","-3.96","年","0.952","0.8","0.83","0.84","0.81","0.96","1.23","1","0.85","1.25",""
="1726","永記","01/08","75.8","-0.2","-0.26","年","3.533","4","3.5","3.5","3.2","3.5","3.5","3.5","3.5","3.6",""
="1727","中華化","01/08","46.8","-5.2","-10","年","0.449","0.6","0.6","0.6","0.2","0","0.52","0.731","0.287","0.5",""
="1731","美吾華","01/08","21.85","-0.05","-0.23","年","0.874","0.55","0.6","0.5","0.6","1","1.17","1.1","1.15","1.2",""
="1732","毛寶","01/08","27.65","-0.15","-0.54","年","0.15","0","0","0","0","0.5","0.35","0","0","0.5",""
="1733","五鼎","01/08","30.3","+0.35","+1.17","年","1.228","1.5","1.501","0.848","1.106","1.094","1.3","1.4","1.1","1.2",""
="1734","杏輝","01/08","30.35","+0.1","+0.33","年","0.444","0.1","0.2","0.1","0.2","0.2","0.2","1","1","1",""
="1735","日勝化","01/08","16.7","-0.95","-5.38","年","0.456","0.5","0.5","0.15","0.65","0.5","0","0.5","0.5","0.8",""
="1736","喬山","01/08","149","+2.5","+1.71","年","1.191","1.15","0.3","0.65","1.402","1.12","0.5","0.6","0.999","4",""
="1737","臺鹽","01/08","31.55","0","0","年","1.461","1.5","1.5","1.8","1.5","1.35","1.5","1.5","1.2","1.3",""
="1742","台蠟","01/08","16.5","-0.1","-0.6","年","0.022","0","0","0","0","0","0.198","0","0","0",""
="1752","南光","01/08","37.45","-0.15","-0.4","年","1.711","1.6","1.6","1.2","1.7","1.6","1.8","2.3","2","1.6",""
="1760","寶齡富錦","01/08","63.9","+0.2","+0.31","年","1.5","0.9","1.5","1.8","1.8","0.7","1.5","2","1.5","1.8",""
="1762","中化生","01/08","24.95","0","0","年","0.899","0.5","0.5","1.2","0.8","1.5","1.3","1.3","0.8","0.192",""
="1773","勝一","01/08","164","-5","-2.96","年","3.51","4","4.6","5","2.2","3.489","3","3.6","3.2","2.5",""
="1776","展宇","01/08","15.5","+0.1","+0.65","年","1.016","1.6","1.5","0.8","0.846","1","1.5","0.6","0.5","0.8",""
="1777","生泰","01/08","72.3","+0.3","+0.42","年","3.309","3.5","1.75","3.3","3.5","4","1.931","3","3.5","5.3",""
="1781","合世","01/08","10.95","-0.1","-0.9","年","0","0","0","0","0","0","0","0","0","0",""
="1783","和康生","01/08","44.5","+0.25","+0.56","年","0.519","0","0.15","0.68","0.78","0.731","0","0.5","0.999","0.83",""
="1785","光洋科","01/08","61.9","-2.6","-4.03","年","0.977","0","0","0.4","1","1.2","1.491","1.501","1.2","2",""
="1786","科妍","01/08","75.5","-1.2","-1.56","年","1.463","0","0.2","1.6","1.364","0.96","1.418","1.98","2.408","3.24",""
="1788","杏昌","01/08","137","0","0","年","6.419","5","6","6","5.999","6.771","7","7","7","7",""
